,Area Code,Year Code,Gender Code,Fatalities,Percentage:Hypertension,Percentage:Diabetes,Inhabitants,Fatalities_per_100000,Age_std_mortality,MeanAge,PrematureFatalities,PrematureFatalitiesPercent,PrematureFatalityASR,PotentialLifeLost,PLLper1000,PAFpercent
5993,6,3,2,197,5,5,30587,644,539,79,81,41,248,1639,57,63
5994,6,4,2,252,6,6,30572,824,660,78,94,37,272,1329,47,45
5995,6,0,2,722,6,6,77094,936,644,80,237,33,271,3591,51,48
5996,6,1,2,727,5,5,77623,937,642,82,226,31,261,3200,45,48
5997,6,2,2,659,4,4,78578,839,574,81,217,33,248,3400,47,50
5998,6,3,2,714,4,4,79233,901,609,82,223,31,251,3359,46,51
5999,6,4,2,696,5,5,79851,872,573,83,202,29,228,3209,44,51
6005,6,0,2,664,4,4,91281,727,538,81,210,32,201,3267,39,47
6006,6,1,2,734,5,5,92416,794,581,80,256,35,234,3727,44,55
6007,6,2,2,668,6,6,93384,715,508,81,216,32,189,2955,34,45
6008,6,3,2,694,5,5,95001,730,516,82,198,28,178,2999,34,46
6009,6,4,2,771,4,4,96478,799,562,81,247,32,212,3644,41,49
6010,6,0,2,958,6,6,131242,730,534,82,315,33,230,5227,43,50
6011,6,1,2,936,5,5,132796,705,502,83,281,30,196,4164,34,46
6012,6,2,2,1044,5,5,134828,774,543,83,292,28,202,4455,36,47
6013,6,3,2,980,5,5,136641,717,504,83,266,27,180,4081,32,47
6014,6,4,2,966,5,5,138284,699,488,84,269,28,181,4219,33,46
6015,6,0,2,461,5,5,31570,1460,605,84,114,25,239,1559,58,47
6016,6,1,2,479,5,5,31856,1504,636,83,144,30,291,1653,61,46
6017,6,2,2,415,4,4,32108,1292,530,83,113,27,220,1314,48,52
6018,6,3,2,466,6,6,32303,1443,569,84,121,26,229,1436,52,43
6019,6,4,2,474,5,5,32426,1462,582,82,124,26,237,1445,53,48
6020,6,0,2,553,6,6,48950,1130,645,83,175,32,278,2913,66,59
6021,6,1,2,582,4,4,49041,1187,673,81,205,35,307,2746,62,47
6022,6,2,2,578,5,5,49317,1172,647,81,198,34,288,2914,66,46
6023,6,3,2,610,6,6,49409,1235,687,81,228,37,327,3410,77,53
6024,6,4,2,629,4,4,49589,1268,709,79,230,37,318,3097,70,50
6030,6,0,2,901,5,5,79022,1140,567,83,240,27,225,3481,50,45
6031,6,1,2,901,6,6,80097,1125,566,83,244,27,236,3985,57,48
6032,6,2,2,766,5,5,81447,940,444,83,221,29,182,2584,36,47
6033,6,3,2,919,5,5,82976,1108,532,83,248,27,220,3509,48,50
6034,6,4,2,930,5,5,84438,1101,510,84,229,25,194,2860,39,44
6035,6,0,2,634,4,4,54319,1167,662,79,238,38,316,3489,72,52
6036,6,1,2,676,5,5,54692,1236,674,81,220,32,281,3020,62,51
6037,6,2,2,635,6,6,55072,1153,621,80,221,35,272,2981,61,58
6038,6,3,2,622,5,5,55410,1122,609,80,213,34,273,3044,62,54
6039,6,4,2,665,4,4,55831,1191,620,81,222,33,268,2972,60,49
6040,6,0,2,504,6,6,61752,816,571,84,151,30,216,2303,40,49
6041,6,1,2,542,5,5,62520,867,613,82,165,30,239,2671,46,44
6042,6,2,2,514,5,5,63343,812,572,82,172,34,242,2721,47,51
6043,6,3,2,529,5,5,64115,825,576,81,165,31,226,2500,42,58
6044,6,4,2,649,6,6,64857,1001,697,81,220,34,294,3505,59,58
6045,6,0,2,127,5,5,12780,994,739,80,48,38,303,749,64,50
6046,6,1,2,108,6,6,12783,845,634,77,51,47,316,879,75,61
6047,6,2,2,117,4,4,12785,915,660,76,57,49,349,997,85,54
6048,6,3,2,102,4,4,12816,796,570,79,40,39,244,739,63,48
6049,6,4,2,109,5,5,12793,852,646,76,47,43,343,974,83,51
6050,6,0,2,489,6,6,42529,1150,641,80,164,34,280,2272,60,48
6051,6,1,2,464,4,4,42640,1088,620,80,164,35,302,2691,71,51
6052,6,2,2,475,4,4,42849,1108,577,80,172,36,266,2053,54,48
6053,6,3,2,447,6,6,43106,1037,522,82,131,29,198,1433,38,52
6054,6,4,2,512,5,5,43256,1184,612,81,154,30,252,2107,55,47
6055,6,0,2,307,5,5,37943,809,624,81,113,37,272,2035,58,54
6056,6,1,2,294,5,5,38060,772,584,81,94,32,218,1436,41,55
6057,6,2,2,290,4,4,38321,757,561,82,101,35,238,1780,50,54
6058,6,3,2,291,5,5,38342,759,553,82,98,34,228,1521,43,53
6059,6,4,2,285,5,5,38465,741,528,80,101,35,235,1791,51,44
6060,6,0,2,377,4,4,38872,970,613,80,134,36,275,2204,63,55
6061,6,1,2,429,4,4,38928,1102,662,81,134,31,257,2077,59,50
6062,6,2,2,455,4,4,38893,1170,691,80,158,35,294,2260,65,53
6063,6,3,2,400,6,6,38869,1029,608,79,139,35,257,1850,53,58
6064,6,4,2,468,5,5,38807,1206,694,80,153,33,287,2263,65,51
6065,6,0,2,220,5,5,26518,830,738,78,93,42,319,1478,59,54
6066,6,1,2,212,5,5,26376,804,742,78,85,40,294,1318,53,59
6067,6,2,2,211,5,5,26257,804,708,79,84,40,279,1304,53,50
6068,6,3,2,211,5,5,26103,808,710,78,86,41,298,1450,59,50
6069,6,4,2,217,4,4,25983,835,723,78,92,42,320,1426,59,47
6070,6,0,2,739,5,5,81730,904,640,80,260,35,275,4125,55,58
6071,6,1,2,738,4,4,82283,897,640,80,257,35,274,4196,56,56
6072,6,2,2,735,4,4,82834,887,620,81,241,33,259,4534,60,52
6073,6,3,2,710,4,4,83347,852,584,81,227,32,232,3397,45,49
6074,6,4,2,731,5,5,83816,872,594,81,262,36,264,4342,57,51
6075,6,0,2,995,5,5,122953,809,534,82,313,32,216,4777,43,50
6076,6,1,2,971,6,6,123183,788,514,81,289,30,196,4312,38,51
6077,6,2,2,1041,5,5,123405,844,538,81,340,33,225,4914,44,50
6078,6,3,2,1054,6,6,123630,852,526,83,325,31,210,4672,42,47
6079,6,4,2,1057,4,4,123926,853,530,82,343,32,230,5388,48,48
6080,6,0,2,864,5,5,76093,1135,692,83,260,30,273,3357,48,46
6081,6,1,2,810,4,4,76945,1053,632,84,229,28,241,3389,48,49
6082,6,2,2,868,4,4,77838,1115,683,83,254,29,266,3808,54,46
6083,6,3,2,874,6,6,78832,1109,689,82,278,32,278,3851,54,50
6084,6,4,2,863,5,5,79693,1083,671,83,264,31,266,4000,55,46
6085,6,0,2,1563,5,5,168059,930,689,82,505,32,291,8082,52,51
6086,6,1,2,1511,4,4,169360,892,656,82,467,31,260,7124,45,51
6087,6,2,2,1400,6,6,171273,817,606,83,428,31,238,6545,41,50
6088,6,3,2,1428,5,5,173078,825,622,82,457,32,248,7413,46,45
6089,6,4,2,1511,4,4,175064,863,653,82,491,32,264,7699,48,51
6090,6,0,2,703,6,6,80130,877,531,83,219,31,218,3580,49,50
6091,6,1,2,761,5,5,81415,935,552,83,248,33,233,3703,50,53
6092,6,2,2,704,6,6,82479,854,488,83,229,32,198,3044,41,37
6093,6,3,2,736,5,5,83688,880,507,83,243,33,209,3296,43,44
6094,6,4,2,767,4,4,84717,905,513,85,223,29,194,3199,42,43
6095,6,0,2,642,6,6,71566,897,617,81,243,38,284,4022,61,52
6096,6,1,2,662,5,5,71469,926,637,81,247,37,292,4209,64,53
6097,6,2,2,640,6,6,71242,898,587,82,225,35,244,3452,53,48
6098,6,3,2,666,5,5,71055,937,625,80,247,37,278,3949,61,50
6099,6,4,2,662,4,4,70932,933,602,80,247,37,274,3984,62,53
6100,6,0,2,1023,4,4,92261,1109,564,82,283,28,227,3645,45,48
6101,6,1,2,1055,6,6,93742,1125,560,83,291,28,229,3900,47,47
6102,6,2,2,1074,5,5,94909,1132,590,82,327,30,269,4776,57,46
6103,6,3,2,1068,4,4,96018,1112,553,83,296,28,222,3860,46,45
6104,6,4,2,1085,5,5,97001,1118,563,83,310,29,240,4230,50,45
6105,6,0,2,385,6,6,49136,784,579,81,131,34,254,2237,49,53
6106,6,1,2,422,5,5,49339,855,616,81,135,32,247,2138,47,48
6107,6,2,2,365,5,5,49604,736,521,81,126,34,231,1781,39,59
6108,6,3,2,433,5,5,49848,869,626,80,146,34,276,2730,60,52
6109,6,4,2,409,4,4,49995,818,560,82,140,34,249,1987,43,49
6110,6,0,2,162,5,5,14680,1104,694,80,59,36,324,821,62,54
6111,6,1,2,178,6,6,14653,1215,757,82,61,34,334,1037,78,38
6112,6,2,2,148,5,5,14625,1012,607,82,48,32,248,616,47,57
6113,6,3,2,147,4,4,14549,1010,619,81,51,35,252,594,45,47
6114,6,4,2,162,6,6,14512,1116,666,83,49,30,242,669,51,52
6115,6,0,2,745,6,6,94607,788,584,80,252,34,243,4099,47,48
6116,6,1,2,798,6,6,95374,837,609,81,284,36,272,4696,53,49
6117,6,2,2,737,6,6,95927,768,557,82,233,32,223,3776,43,52
6118,6,3,2,773,5,5,96517,801,572,81,267,34,242,3797,43,46
6119,6,4,2,830,4,4,97088,855,597,82,276,33,247,4237,48,50
6120,6,0,2,1136,4,4,100384,1132,624,81,368,32,261,4889,55,50
6121,6,1,2,1172,5,5,101782,1152,624,82,325,28,230,4452,49,55
6122,6,2,2,1098,5,5,102918,1067,568,81,362,33,235,4436,48,47
6123,6,3,2,1093,4,4,104134,1050,564,81,361,33,243,4932,53,46
6124,6,4,2,1172,5,5,105522,1111,592,81,381,32,254,5077,54,46
6125,6,0,2,464,4,4,48141,964,543,84,119,26,177,1646,38,45
6126,6,1,2,493,5,5,48987,1006,568,82,150,30,219,2180,50,39
6127,6,2,2,490,4,4,49666,987,555,83,143,29,214,1921,43,50
6128,6,3,2,476,6,6,50408,944,509,84,131,28,181,1638,37,47
6129,6,4,2,524,6,6,51079,1026,560,83,140,27,203,1967,44,49
6130,6,0,2,784,6,6,146731,534,469,85,203,26,131,3165,23,52
6131,6,1,2,793,4,4,149058,532,447,85,205,26,124,2880,20,40
6132,6,2,2,828,5,5,152069,544,450,86,183,22,112,2672,19,44
6133,6,3,2,872,5,5,153360,569,473,86,186,21,108,2602,18,38
6134,6,4,2,894,6,6,155081,576,476,85,197,22,113,2923,20,41
6135,6,0,2,178,5,5,26875,662,479,84,44,25,136,561,22,48
6136,6,1,2,172,5,5,27016,637,439,86,52,30,154,782,31,44
6137,6,2,2,171,6,6,27400,624,438,84,45,26,133,543,22,38
6138,6,3,2,178,4,4,27586,645,450,83,47,26,143,608,24,47
6139,6,4,2,169,5,5,27741,609,415,84,49,29,154,791,31,57
6140,6,0,2,114,4,4,25118,454,502,78,50,44,166,858,36,52
6141,6,1,2,113,5,5,25271,447,510,78,43,38,144,683,28,63
6142,6,2,2,129,5,5,25315,510,565,77,60,46,210,997,41,55
6143,6,3,2,112,5,5,25413,441,466,78,44,39,141,650,27,64
6144,6,4,2,105,5,5,25503,412,392,75,51,49,162,657,27,47
6145,6,0,2,87,4,4,32462,268,409,74,45,52,156,912,29,53
6146,6,1,2,84,6,6,34264,245,346,72,48,57,152,910,27,56
6147,6,2,2,82,4,4,36245,226,332,75,39,48,119,628,18,44
6148,6,3,2,89,4,4,39086,228,334,75,44,49,128,774,20,41
6149,6,4,2,111,6,6,43152,257,380,77,53,48,144,1031,25,45
6150,6,0,2,723,5,5,137027,528,544,78,314,43,238,5506,42,51
6151,6,1,2,751,6,6,139248,539,559,77,343,46,259,6223,47,56
6152,6,2,2,739,5,5,142159,520,535,79,302,41,220,4989,37,51
6153,6,3,2,748,5,5,143430,522,526,79,293,39,207,4839,36,44
6154,6,4,2,734,4,4,145065,506,497,78,307,42,216,5523,40,43
6155,6,0,2,254,5,5,91458,278,497,72,151,59,214,2982,33,56
6156,6,1,2,223,4,4,95935,232,445,74,115,52,155,2054,22,45
6157,6,2,2,287,4,4,101069,284,535,76,137,48,172,2656,27,48
6158,6,3,2,262,4,4,107124,245,440,74,140,53,168,2751,26,48
6159,6,4,2,321,4,4,113109,284,521,75,156,49,177,2882,26,53
6160,6,0,2,603,6,6,113693,530,719,75,291,48,292,5258,48,51
6161,6,1,2,613,6,6,115612,530,714,75,295,48,294,4465,40,56
6162,6,2,2,646,5,5,117192,551,723,76,309,48,295,5711,51,50
6163,6,3,2,596,4,4,118323,504,647,77,275,46,250,5255,46,54
6164,6,4,2,646,5,5,119106,542,688,76,291,45,267,4614,40,50
6165,6,0,2,283,6,6,46244,612,574,79,114,40,260,1783,41,59
6166,6,1,2,288,5,5,48838,590,572,80,110,38,239,1772,38,42
6167,6,2,2,269,5,5,50848,529,514,81,94,35,198,1506,31,49
6168,6,3,2,267,5,5,52686,507,500,80,94,35,196,1864,38,54
6169,6,4,2,254,5,5,54638,465,458,79,100,39,201,1590,31,43
6170,6,0,2,302,5,5,56669,533,552,79,111,37,213,2001,37,50
6171,6,1,2,275,4,4,57544,478,493,79,109,40,209,2168,40,58
6172,6,2,2,306,4,4,58392,524,536,81,97,32,184,1346,24,41
6173,6,3,2,265,4,4,59145,448,446,80,91,34,168,1570,28,50
6174,6,4,2,276,5,5,59889,461,435,82,88,32,158,1505,27,50
6175,6,0,2,701,5,5,219929,319,473,72,375,54,224,7429,35,53
6176,6,1,2,679,4,4,228903,297,449,75,338,50,197,6148,28,51
6177,6,2,2,681,6,6,239806,284,420,74,347,51,192,6995,30,55
6178,6,3,2,725,5,5,247238,293,431,74,379,52,207,7087,30,50
6179,6,4,2,741,4,4,253736,292,406,72,414,56,213,7611,31,54
6180,6,0,2,761,6,6,134520,566,438,85,206,27,153,3181,25,54
6181,6,1,2,665,4,4,135468,491,369,85,160,24,117,2558,20,46
6182,6,2,2,647,5,5,137636,470,350,86,171,26,124,2504,20,43
6183,6,3,2,659,5,5,138661,475,350,85,178,27,122,2495,19,47
6184,6,4,2,754,5,5,139415,541,398,85,203,27,144,3194,25,52
6185,6,0,2,896,6,6,146899,610,510,84,243,27,181,3959,29,47
6186,6,1,2,844,4,4,148912,567,476,84,223,26,163,3704,26,51
6187,6,2,2,854,6,6,152139,561,480,84,255,30,182,4268,30,45
6188,6,3,2,917,6,6,154135,595,510,84,256,28,181,4387,30,48
6189,6,4,2,891,5,5,155639,572,491,84,243,27,169,3776,26,46
6190,6,0,2,1185,4,4,176072,673,546,82,372,31,219,5901,36,47
6191,6,1,2,1228,5,5,178766,687,554,83,388,32,222,6185,37,49
6192,6,2,2,1166,6,6,182037,640,522,83,356,30,202,5980,35,44
6193,6,3,2,1178,5,5,184640,638,519,83,399,34,220,6666,39,50
6194,6,4,2,1228,6,6,186867,657,544,81,424,34,230,7333,42,47
6195,6,0,2,750,6,6,140086,535,480,81,249,33,190,4425,34,49
6196,6,1,2,727,5,5,141783,513,460,81,244,34,183,4239,32,51
6197,6,2,2,736,4,4,144051,511,447,82,235,32,173,4465,33,50
6198,6,3,2,772,5,5,145411,531,457,81,247,32,179,4176,31,43
6199,6,4,2,778,4,4,146744,530,450,81,250,32,180,4142,30,48
6200,6,0,2,930,5,5,130317,714,499,85,223,24,165,3321,28,46
6201,6,1,2,804,5,5,132247,608,433,84,226,28,166,3430,28,52
6202,6,2,2,835,5,5,135221,618,432,85,212,25,150,3115,25,42
6203,6,3,2,813,4,4,137134,593,415,85,191,24,135,3004,24,47
6204,6,4,2,829,5,5,138359,599,428,84,227,27,156,3679,29,45
6205,6,0,2,888,5,5,142273,624,483,84,237,27,173,4140,31,48
6206,6,1,2,894,6,6,145507,614,471,84,257,29,182,4313,32,46
6207,6,2,2,872,5,5,149802,582,451,83,243,28,165,4191,30,49
6208,6,3,2,912,5,5,152328,599,466,83,255,28,171,3747,26,47
6209,6,4,2,911,5,5,154889,588,452,83,245,27,161,4321,30,49
6210,6,0,2,453,5,5,87904,515,404,84,129,28,146,2089,26,43
6211,6,1,2,449,5,5,89738,500,382,84,118,26,128,1782,21,42
6212,6,2,2,462,6,6,91293,506,385,84,115,25,122,1645,19,48
6213,6,3,2,476,4,4,92174,516,380,84,131,28,134,2154,25,46
6214,6,4,2,549,4,4,93248,589,432,85,147,27,151,2497,29,44
6215,6,0,2,275,5,5,58224,472,525,80,109,40,186,1892,34,49
6216,6,1,2,268,6,6,58887,455,504,80,96,36,156,1442,26,42
6217,6,2,2,248,5,5,59908,414,445,80,96,39,150,1560,27,36
6218,6,3,2,276,5,5,60692,455,470,80,110,40,169,2001,35,50
6219,6,4,2,266,4,4,61510,432,440,79,109,41,164,1748,30,53
6220,6,0,2,958,4,4,156128,614,505,85,233,24,165,3452,24,48
6221,6,1,2,895,4,4,159116,562,472,84,240,27,168,4021,27,48
6222,6,2,2,896,6,6,163030,550,463,84,253,28,172,4546,30,49
6223,6,3,2,854,6,6,166022,514,430,84,232,27,151,3786,24,50
6224,6,4,2,995,4,4,169663,586,486,84,272,27,171,4524,28,46
6225,6,0,2,601,4,4,114265,526,424,86,135,22,122,2089,20,51
6226,6,1,2,572,5,5,117589,486,390,85,132,23,117,2095,19,45
6227,6,2,2,551,6,6,120637,457,357,87,121,22,102,2057,18,48
6228,6,3,2,599,5,5,121974,491,396,85,138,23,114,2230,20,49
6229,6,4,2,600,5,5,123703,485,382,86,151,25,124,2572,22,47
6230,6,0,2,409,5,5,82239,497,437,85,110,27,131,1581,20,46
6231,6,1,2,451,6,6,83238,542,468,85,115,26,136,1904,24,50
6232,6,2,2,466,6,6,84463,552,482,83,131,28,150,1864,24,43
6233,6,3,2,450,5,5,85698,525,454,84,146,32,164,2526,31,47
6234,6,4,2,504,5,5,86614,582,498,84,152,30,169,2703,33,37
6235,6,0,2,756,6,6,121621,622,355,87,117,16,88,1830,16,49
6236,6,1,2,761,5,5,122803,620,349,87,130,17,98,1995,18,57
6237,6,2,2,768,5,5,124796,615,349,87,147,19,110,2252,20,54
6238,6,3,2,724,5,5,126295,573,328,87,134,18,100,1947,17,36
6239,6,4,2,737,5,5,127477,578,327,86,131,18,96,2044,18,47
6240,6,0,2,474,5,5,98918,479,382,85,126,27,114,2064,22,49
6241,6,1,2,496,4,4,99956,496,396,84,131,26,118,1831,20,44
6242,6,2,2,416,5,5,101469,410,316,84,131,32,114,1895,20,47
6243,6,3,2,448,5,5,102604,437,334,83,135,30,118,2261,24,52
6244,6,4,2,472,4,4,103564,456,337,84,126,27,108,1820,19,46
6245,6,0,2,206,4,4,44369,464,385,85,47,23,103,658,16,49
6246,6,1,2,171,5,5,44795,382,311,85,49,29,102,641,15,43
6247,6,2,2,201,5,5,45456,442,352,85,48,24,99,809,19,54
6248,6,3,2,197,5,5,45682,431,338,85,67,34,139,1255,29,51
6249,6,4,2,204,5,5,46042,443,344,83,59,29,121,1078,25,37
6250,6,0,2,491,5,5,62657,784,506,86,111,23,146,1702,30,43
6251,6,1,2,512,5,5,63304,809,519,85,125,24,161,1834,32,51
6252,6,2,2,422,4,4,63830,661,423,86,96,23,121,1527,26,38
6253,6,3,2,411,6,6,64185,640,400,85,111,27,128,1413,24,37
6254,6,4,2,429,5,5,64567,664,416,85,109,25,134,1465,25,50
6255,6,0,2,1063,5,5,155567,683,462,86,231,22,145,3933,27,48
6256,6,1,2,1168,5,5,157369,742,493,86,267,23,164,4095,28,44
6257,6,2,2,1061,6,6,159584,665,450,85,233,22,140,3358,23,46
6258,6,3,2,1072,5,5,161160,665,444,86,244,23,145,3604,24,47
6259,6,4,2,1166,6,6,162890,716,475,86,263,23,155,3855,26,44
6260,6,0,2,304,5,5,61796,492,561,83,104,34,192,1860,31,48
6261,6,1,2,326,4,4,64140,508,591,81,106,32,184,2032,33,47
6262,6,2,2,317,5,5,66687,475,566,84,95,30,164,1449,23,48
6263,6,3,2,344,5,5,69323,496,595,82,115,33,187,1800,27,36
6264,6,4,2,404,4,4,71720,563,688,82,119,30,186,1850,27,47
6265,6,0,2,805,6,6,159972,503,620,76,377,47,246,6770,44,52
6266,6,1,2,853,5,5,163003,523,623,75,417,49,258,6716,43,56
6267,6,2,2,851,5,5,166173,512,606,77,366,43,221,5895,37,54
6268,6,3,2,874,5,5,169417,516,587,75,421,48,248,7140,44,48
6269,6,4,2,1016,5,5,172433,589,658,76,471,46,268,8084,49,46
6270,6,0,2,228,6,6,41049,555,571,79,91,40,214,1511,39,48
6271,6,1,2,225,6,6,42291,532,531,78,94,42,210,1307,33,49
6272,6,2,2,248,4,4,43314,573,564,79,104,42,224,1716,42,48
6273,6,3,2,225,5,5,44348,507,492,80,88,39,186,1581,38,53
6274,6,4,2,273,5,5,45129,605,580,81,97,36,193,1295,30,29
6275,6,0,2,564,6,6,78675,717,531,82,203,36,206,3388,46,46
6276,6,1,2,619,4,4,78622,787,574,83,185,30,176,2458,34,49
6277,6,2,2,599,5,5,78835,760,557,80,198,33,191,2998,41,46
6278,6,3,2,621,6,6,79071,785,563,81,208,34,201,2858,39,43
6279,6,4,2,579,5,5,79002,733,508,81,194,34,177,2529,35,52
6285,6,0,2,769,6,6,140106,549,637,77,340,44,255,6218,46,46
6286,6,1,2,782,4,4,143445,545,628,78,340,44,244,6134,45,51
6287,6,2,2,785,6,6,146629,535,620,78,332,42,234,5210,37,48
6288,6,3,2,797,6,6,150067,531,609,78,344,43,235,5594,39,46
6289,6,4,2,790,4,4,153776,514,571,77,359,45,236,5817,40,45
6290,6,0,2,278,5,5,37441,742,676,81,88,32,234,1546,44,50
6291,6,1,2,290,6,6,37553,772,680,83,81,28,212,1168,33,51
6292,6,2,2,271,6,6,37724,718,643,84,70,26,184,1046,30,69
6293,6,3,2,279,5,5,37793,738,652,81,102,37,258,1379,39,46
6294,6,4,2,260,4,4,37768,688,605,80,95,36,241,1431,40,55
6295,6,0,2,301,4,4,55266,545,709,76,144,48,290,2518,47,51
6296,6,1,2,272,4,4,55641,489,616,74,139,51,264,2343,44,52
6297,6,2,2,290,5,5,56066,517,648,78,128,44,235,2340,43,56
6298,6,3,2,284,5,5,56495,503,594,75,135,48,236,2268,42,47
6299,6,4,2,328,6,6,56907,576,662,75,156,48,268,2573,47,48
6300,6,0,2,341,6,6,90055,379,507,82,114,33,156,2140,25,38
6301,6,1,2,327,5,5,93936,348,478,80,126,38,168,2742,30,59
6302,6,2,2,306,4,4,97947,312,439,80,108,35,139,2043,22,56
6303,6,3,2,322,5,5,101441,317,424,79,131,41,154,2667,27,56
6304,6,4,2,367,6,6,104731,350,465,79,147,40,170,2915,29,49
6305,6,0,2,377,5,5,67286,560,471,81,126,33,180,2217,35,48
6306,6,1,2,366,4,4,68884,531,447,80,133,36,186,1974,31,53
6307,6,2,2,289,4,4,71179,406,339,80,108,37,148,1830,28,48
6308,6,3,2,328,5,5,73030,449,366,80,124,38,163,2019,30,41
6309,6,4,2,352,4,4,74583,472,376,80,131,37,172,2208,32,54
6310,6,0,2,930,5,5,154641,601,575,82,318,34,224,5699,39,49
6311,6,1,2,914,5,5,157738,579,571,80,321,35,222,5995,40,54
6312,6,2,2,855,5,5,161289,530,518,80,296,35,201,5070,33,51
6313,6,3,2,878,4,4,164199,535,514,80,320,36,211,5585,36,44
6314,6,4,2,937,5,5,166927,561,538,80,345,37,223,6145,39,48
6315,6,0,2,915,4,4,143355,638,625,82,289,32,235,5162,38,53
6316,6,1,2,856,4,4,145919,587,569,83,239,28,194,3833,28,48
6317,6,2,2,753,6,6,151071,498,496,83,224,30,174,3632,25,46
6318,6,3,2,832,5,5,154187,540,549,81,296,36,227,5081,35,44
6319,6,4,2,807,5,5,157064,514,507,82,262,32,195,4948,33,44
6320,6,0,2,247,4,4,48258,512,376,85,69,28,134,935,21,49
6321,6,1,2,229,4,4,49301,464,320,87,41,18,80,573,12,58
6322,6,2,2,228,4,4,50578,451,328,85,57,25,110,959,20,53
6323,6,3,2,243,5,5,52257,465,341,83,62,26,112,1071,22,52
6324,6,4,2,242,5,5,53735,450,333,83,61,25,110,1074,22,57
6325,6,0,2,892,4,4,137335,650,458,85,200,22,150,3031,24,46
6326,6,1,2,898,4,4,140347,640,453,85,191,21,140,2714,21,41
6327,6,2,2,887,5,5,143949,616,437,86,192,22,136,3197,24,52
6328,6,3,2,877,5,5,147003,597,429,86,213,24,148,2970,22,48
6329,6,4,2,879,5,5,151174,581,414,86,200,23,135,3325,24,44
6330,6,0,2,365,5,5,99981,365,517,74,179,49,213,2975,31,55
6331,6,1,2,372,6,6,106369,350,498,75,181,49,193,3425,33,45
6332,6,2,2,377,5,5,112607,335,470,75,177,47,181,3749,34,42
6333,6,3,2,378,4,4,118334,319,451,76,173,46,171,3199,28,51
6334,6,4,2,438,5,5,124674,351,475,74,222,51,205,4481,37,47
6335,6,0,2,1069,5,5,190208,562,534,80,387,36,203,6677,37,49
6336,6,1,2,975,4,4,192241,507,475,80,349,36,180,6180,34,47
6337,6,2,2,1025,6,6,195037,526,476,80,349,34,173,5717,31,50
6338,6,3,2,1061,6,6,196533,540,471,80,398,38,194,6551,36,48
6339,6,4,2,1180,5,5,197679,597,506,81,404,34,190,6586,36,49
6340,6,0,2,596,5,5,118613,502,574,77,263,44,246,5133,45,48
6341,6,1,2,577,5,5,121860,474,548,80,215,37,197,3539,30,53
6342,6,2,2,604,5,5,125395,482,548,80,227,38,200,4067,34,46
6343,6,3,2,630,5,5,129150,488,547,79,247,39,210,4461,36,44
6344,6,4,2,594,5,5,132448,448,491,80,233,39,193,3802,30,51
6345,6,0,2,865,4,4,113534,762,462,84,195,22,152,2625,25,50
6346,6,1,2,805,5,5,114494,703,425,85,195,24,151,3097,30,54
6347,6,2,2,806,6,6,115543,698,424,85,207,26,161,3385,32,46
6348,6,3,2,852,5,5,116641,730,430,85,195,23,147,2969,28,43
6349,6,4,2,875,5,5,118001,742,437,85,213,24,159,3159,30,39
6350,6,0,2,676,6,6,111084,608,505,83,172,25,145,2798,27,39
6351,6,1,2,681,5,5,111357,612,485,85,180,26,146,2707,26,43
6352,6,2,2,751,5,5,111603,673,527,84,203,27,161,2983,28,53
6353,6,3,2,699,4,4,111878,625,487,84,201,29,156,2906,28,45
6354,6,4,2,722,6,6,112181,644,496,84,208,29,162,2945,28,45
6355,6,0,2,834,5,5,103628,805,614,82,259,31,233,4315,45,52
6356,6,1,2,814,6,6,105668,770,588,81,261,32,228,4293,44,48
6357,6,2,2,832,5,5,107557,774,590,81,278,33,242,4678,47,53
6358,6,3,2,817,6,6,109493,746,561,81,271,33,221,3979,39,47
6359,6,4,2,933,5,5,111732,835,627,81,310,33,254,5170,50,53
6360,6,0,2,257,6,6,28394,905,644,80,82,32,206,1143,43,49
6361,6,1,2,237,4,4,28730,825,581,80,85,36,207,1084,41,55
6362,6,2,2,199,6,6,28979,687,465,81,74,37,177,988,37,51
6363,6,3,2,211,4,4,29309,720,488,82,75,36,189,1099,41,54
6364,6,4,2,259,4,4,29625,874,568,79,93,36,212,1185,44,57
6365,6,0,2,274,6,6,25215,1087,659,80,109,40,303,1604,70,48
6366,6,1,2,330,5,5,25596,1289,775,80,123,37,325,1593,69,51
6367,6,2,2,238,4,4,25803,922,568,79,88,37,247,1478,63,59
6368,6,3,2,282,5,5,25981,1085,622,78,105,37,255,1327,57,56
6369,6,4,2,291,5,5,26195,1111,623,80,106,36,255,1199,51,40
6370,6,0,2,815,6,6,94035,867,614,83,235,29,232,3719,43,45
6371,6,1,2,866,6,6,95934,903,643,82,273,32,263,4174,47,53
6372,6,2,2,828,5,5,97455,850,606,83,265,32,252,4318,48,52
6373,6,3,2,797,5,5,99122,804,577,82,264,33,243,4157,46,53
6374,6,4,2,834,6,6,100991,826,587,82,255,31,229,4148,45,44
6375,6,0,2,428,6,6,47120,908,596,84,120,28,188,1811,42,50
6376,6,1,2,425,4,4,48091,884,603,82,140,33,227,2110,48,44
6377,6,2,2,449,5,5,48821,920,599,83,133,30,189,1584,35,47
6378,6,3,2,393,6,6,49603,792,511,82,122,31,168,1536,34,43
6379,6,4,2,435,5,5,50312,865,572,81,153,35,229,2319,50,51
6380,6,0,2,119,6,6,11436,1041,620,84,32,27,216,530,51,56
