,Areas,Area Code,Regions,Year Code,year,Gender Code,Gender,Fatalities,Percentage:Hypertension,Percentage:Diabetes,Inhabitants,Fatalities_per_100000,Age_std_mortality,MeanAge,PrematureFatalities,PrematureFatalitiesPercent,PrematureFatalityASR,PotentialLifeLost,PLLper1000,PotentialAvoidableFatalities,PAFpercent
4563,Statistical Area Level 3 (SA3),6,Wollondilly,3,2018,0,Females,90.0,4.134,4.1344594700585615,22036.0,408.4,368.1,82.0,27.0,30.0,116.3,430.0,20.7,14,51.9
4564,Statistical Area Level 3 (SA3),6,Wollondilly,4,2019,0,Females,124.0,5.553,5.553265204304943,22464.0,552.0,479.9,83.0,39.0,31.5,151.9,444.0,21.0,11,28.2
4565,Statistical Area Level 3 (SA3),6,Blue Mountains,0,2015,0,Females,287.0,5.692,5.691645534743378,40466.0,709.2,452.9,85.0,78.0,27.2,155.0,1300.0,34.9,32,41.0
4566,Statistical Area Level 3 (SA3),6,Blue Mountains,1,2016,0,Females,312.0,4.27,4.2698427899605145,40416.0,772.0,479.7,86.0,67.0,21.5,119.7,876.0,23.6,26,38.8
4567,Statistical Area Level 3 (SA3),6,Blue Mountains,2,2017,0,Females,294.0,5.014,5.0143244389277575,40535.0,725.3,450.2,85.0,73.0,24.8,125.5,955.0,25.7,31,42.5
4568,Statistical Area Level 3 (SA3),6,Blue Mountains,3,2018,0,Females,317.0,4.398,4.397500788592783,40656.0,779.7,479.7,85.0,76.0,24.0,134.7,992.0,26.6,32,42.1
4569,Statistical Area Level 3 (SA3),6,Blue Mountains,4,2019,0,Females,293.0,5.641,5.641436024441085,40632.0,721.1,438.2,84.0,86.0,29.4,143.7,952.0,25.7,40,46.5
4575,Statistical Area Level 3 (SA3),6,Penrith,0,2015,0,Females,401.0,4.099,4.099299385294471,70827.0,565.9,590.4,80.0,137.0,34.2,205.1,2287.0,33.9,60,43.8
4576,Statistical Area Level 3 (SA3),6,Penrith,1,2016,0,Females,371.0,5.594,5.5938471765190245,72533.0,511.5,518.6,82.0,128.0,34.5,180.4,2420.0,35.1,66,51.6
4577,Statistical Area Level 3 (SA3),6,Penrith,2,2017,0,Females,372.0,5.286,5.285923076643545,74140.0,501.8,516.6,82.0,120.0,32.3,166.8,1734.0,24.6,51,42.5
4578,Statistical Area Level 3 (SA3),6,Penrith,3,2018,0,Females,372.0,4.506,4.505528952675583,75918.0,490.0,490.7,81.0,142.0,38.2,189.8,2529.0,35.1,67,47.2
4579,Statistical Area Level 3 (SA3),6,Penrith,4,2019,0,Females,403.0,5.512,5.511821932359143,77972.0,516.9,510.0,79.0,161.0,40.0,205.4,2667.0,36.1,63,39.1
4580,Statistical Area Level 3 (SA3),6,Richmond - Windsor,0,2015,0,Females,134.0,4.346,4.346248942341127,18737.0,715.2,546.3,84.0,33.0,24.6,173.3,478.0,27.4,15,45.5
4581,Statistical Area Level 3 (SA3),6,Richmond - Windsor,1,2016,0,Females,155.0,5.793,5.793364341621886,18787.0,825.0,598.2,86.0,34.0,21.9,174.6,486.0,27.9,24,70.6
4582,Statistical Area Level 3 (SA3),6,Richmond - Windsor,2,2017,0,Females,142.0,5.767,5.766736870560247,18942.0,749.7,562.5,85.0,37.0,26.1,192.6,619.0,35.2,22,59.5
4583,Statistical Area Level 3 (SA3),6,Richmond - Windsor,3,2018,0,Females,153.0,4.294,4.293537596733947,18905.0,809.3,613.6,84.0,47.0,30.7,233.4,661.0,37.7,23,48.9
4584,Statistical Area Level 3 (SA3),6,Richmond - Windsor,4,2019,0,Females,125.0,5.943,5.942790710581419,18910.0,661.0,484.5,84.0,34.0,27.2,166.4,495.0,28.3,20,58.8
4585,Statistical Area Level 3 (SA3),6,St Marys,0,2015,0,Females,149.0,5.97,5.9701133026318765,27633.0,539.2,625.4,80.0,57.0,38.3,229.3,942.0,35.6,28,49.1
4586,Statistical Area Level 3 (SA3),6,St Marys,1,2016,0,Females,124.0,5.8,5.799724432014159,27843.0,445.4,514.6,79.0,52.0,41.9,211.6,799.0,30.0,25,48.1
4587,Statistical Area Level 3 (SA3),6,St Marys,2,2017,0,Females,122.0,5.975,5.975391053686467,28064.0,434.7,477.8,81.0,45.0,36.9,171.3,702.0,26.2,24,53.3
4588,Statistical Area Level 3 (SA3),6,St Marys,3,2018,0,Females,128.0,4.408,4.407991841366417,28191.0,454.0,485.7,79.5,48.0,37.5,179.0,784.0,29.2,23,47.9
4589,Statistical Area Level 3 (SA3),6,St Marys,4,2019,0,Females,160.0,4.443,4.442968488347489,28391.0,563.6,577.9,79.0,60.0,37.5,208.5,925.0,34.2,24,40.0
4590,Statistical Area Level 3 (SA3),6,Auburn,0,2015,0,Females,164.0,5.35,5.349700215757837,42058.0,389.9,439.0,84.0,40.0,24.4,120.9,591.0,14.7,15,37.5
4591,Statistical Area Level 3 (SA3),6,Auburn,1,2016,0,Females,145.0,5.397,5.396751101423894,43615.0,332.5,379.9,83.0,45.0,31.0,127.2,1027.0,24.6,24,53.3
4592,Statistical Area Level 3 (SA3),6,Auburn,2,2017,0,Females,136.0,5.466,5.466376246673758,45341.0,299.9,346.0,84.5,27.0,19.9,69.9,461.0,10.6,14,51.9
4593,Statistical Area Level 3 (SA3),6,Auburn,3,2018,0,Females,132.0,4.655,4.655110834611588,46808.0,282.0,312.4,83.0,41.0,31.1,96.5,732.0,16.3,22,53.7
4594,Statistical Area Level 3 (SA3),6,Auburn,4,2019,0,Females,178.0,4.234,4.234350261570704,48196.0,369.3,418.2,82.0,56.0,31.5,137.3,1142.0,24.8,23,41.1
4595,Statistical Area Level 3 (SA3),6,Carlingford,0,2015,0,Females,184.0,4.927,4.927150858324571,33995.0,541.3,406.1,83.5,48.0,26.1,134.3,895.0,28.4,21,43.8
4596,Statistical Area Level 3 (SA3),6,Carlingford,1,2016,0,Females,180.0,5.082,5.081862479550899,34771.0,517.7,397.5,82.0,55.0,30.6,148.8,885.0,27.4,33,60.0
4597,Statistical Area Level 3 (SA3),6,Carlingford,2,2017,0,Females,135.0,5.495,5.49525033949367,35876.0,376.3,286.6,82.0,41.0,30.4,109.8,752.0,22.6,21,51.2
4598,Statistical Area Level 3 (SA3),6,Carlingford,3,2018,0,Females,150.0,5.012,5.011716370965634,36691.0,408.8,300.9,82.0,48.0,32.0,122.0,762.0,22.4,13,27.1
4599,Statistical Area Level 3 (SA3),6,Carlingford,4,2019,0,Females,167.0,5.702,5.70167031287858,37456.0,445.9,314.6,85.0,41.0,24.6,105.3,697.0,20.1,17,41.5
4600,Statistical Area Level 3 (SA3),6,Merrylands - Guildford,0,2015,0,Females,428.0,4.162,4.161742357081767,76336.0,560.7,451.6,85.0,99.0,23.1,141.2,1653.0,23.1,49,49.5
4601,Statistical Area Level 3 (SA3),6,Merrylands - Guildford,1,2016,0,Females,433.0,5.052,5.0523977657244705,77676.0,557.4,472.7,83.0,129.0,29.8,178.0,2401.0,33.0,60,46.5
4602,Statistical Area Level 3 (SA3),6,Merrylands - Guildford,2,2017,0,Females,384.0,5.116,5.11556207131808,79400.0,483.6,406.6,84.0,102.0,26.6,139.9,1501.0,20.2,53,52.0
4603,Statistical Area Level 3 (SA3),6,Merrylands - Guildford,3,2018,0,Females,422.0,4.014,4.014050681869546,80519.0,524.1,436.6,83.0,125.0,29.6,166.7,2527.0,33.5,56,44.8
4604,Statistical Area Level 3 (SA3),6,Merrylands - Guildford,4,2019,0,Females,413.0,5.53,5.530337639846316,81852.0,504.6,417.6,84.0,110.0,26.6,145.5,1910.0,24.9,52,47.3
4605,Statistical Area Level 3 (SA3),6,Parramatta,0,2015,0,Females,457.0,4.634,4.63418200797204,70756.0,645.9,514.7,85.0,105.0,23.0,168.9,1909.0,28.8,53,50.5
4606,Statistical Area Level 3 (SA3),6,Parramatta,1,2016,0,Females,460.0,4.324,4.32425594547817,71984.0,639.0,503.9,86.0,90.0,19.6,140.3,1472.0,21.8,44,48.9
4607,Statistical Area Level 3 (SA3),6,Parramatta,2,2017,0,Females,385.0,5.55,5.550082263020905,74469.0,517.0,426.0,86.0,93.0,24.2,139.4,1639.0,23.4,46,49.5
4608,Statistical Area Level 3 (SA3),6,Parramatta,3,2018,0,Females,394.0,5.036,5.036310659110332,75780.0,519.9,440.6,84.0,107.0,27.2,161.9,1784.0,25.1,46,43.0
4609,Statistical Area Level 3 (SA3),6,Parramatta,4,2019,0,Females,399.0,5.303,5.303254725150791,77005.0,518.1,422.8,86.0,98.0,24.6,143.0,1965.0,27.2,42,42.9
4610,Statistical Area Level 3 (SA3),6,Pennant Hills - Epping,0,2015,0,Females,117.0,5.962,5.961630365311429,24550.0,476.6,299.6,87.0,24.0,20.5,94.0,260.0,11.5,12,50.0
4612,Statistical Area Level 3 (SA3),6,Pennant Hills - Epping,2,2017,0,Females,116.0,5.105,5.104596807400452,25602.0,453.1,289.3,87.0,25.0,21.6,95.0,337.0,14.3,16,64.0
4613,Statistical Area Level 3 (SA3),6,Pennant Hills - Epping,3,2018,0,Females,132.0,5.461,5.460818212087718,26450.0,499.1,321.3,86.0,32.0,24.2,115.4,581.0,23.9,16,50.0
4614,Statistical Area Level 3 (SA3),6,Pennant Hills - Epping,4,2019,0,Females,116.0,5.947,5.9470967965015475,27187.0,426.7,285.2,84.0,24.0,20.7,84.7,427.0,17.1,12,50.0
4615,Statistical Area Level 3 (SA3),6,Ryde - Hunters Hill,0,2015,0,Females,491.0,5.484,5.484000873512401,69895.0,702.5,402.6,87.0,75.0,15.3,107.8,1071.0,16.8,32,42.7
4616,Statistical Area Level 3 (SA3),6,Ryde - Hunters Hill,1,2016,0,Females,489.0,5.82,5.820426670030192,71386.0,685.0,397.0,87.0,74.0,15.1,105.2,1072.0,16.4,26,35.1
4617,Statistical Area Level 3 (SA3),6,Ryde - Hunters Hill,2,2017,0,Females,462.0,4.842,4.842041599907403,73225.0,630.9,364.6,88.0,83.0,18.0,113.9,1273.0,18.9,44,53.0
4618,Statistical Area Level 3 (SA3),6,Ryde - Hunters Hill,3,2018,0,Females,474.0,4.219,4.219292089044194,74646.0,635.0,386.0,87.0,92.0,19.4,123.5,1258.0,18.4,40,43.5
4619,Statistical Area Level 3 (SA3),6,Ryde - Hunters Hill,4,2019,0,Females,453.0,4.131,4.130787137479425,76779.0,590.0,341.5,89.0,65.0,14.3,84.5,1044.0,14.8,33,50.8
4620,Statistical Area Level 3 (SA3),6,Bringelly - Green Valley,0,2015,0,Females,156.0,5.769,5.76928347177375,50043.0,312.1,423.4,77.5,64.0,41.0,157.7,999.0,20.8,36,56.2
4621,Statistical Area Level 3 (SA3),6,Bringelly - Green Valley,1,2016,0,Females,148.0,5.41,5.409896819159512,53267.0,277.8,375.2,78.0,57.0,38.5,119.9,1162.0,22.7,22,38.6
4622,Statistical Area Level 3 (SA3),6,Bringelly - Green Valley,2,2017,0,Females,158.0,5.734,5.733646991131961,56481.0,279.7,372.0,78.0,65.0,41.1,136.3,1384.0,25.5,20,30.8
4623,Statistical Area Level 3 (SA3),6,Bringelly - Green Valley,3,2018,0,Females,163.0,4.389,4.38936106245106,59435.0,274.2,365.6,77.0,64.0,39.3,127.1,1142.0,20.0,37,57.8
4624,Statistical Area Level 3 (SA3),6,Bringelly - Green Valley,4,2019,0,Females,193.0,4.636,4.636499220739306,62796.0,307.3,394.7,79.0,80.0,41.5,148.0,1466.0,24.3,38,47.5
4625,Statistical Area Level 3 (SA3),6,Fairfield,0,2015,0,Females,499.0,4.304,4.304429298006378,95930.0,520.2,443.5,82.0,140.0,28.1,144.4,2412.0,26.8,74,52.9
4626,Statistical Area Level 3 (SA3),6,Fairfield,1,2016,0,Females,450.0,4.507,4.507384967166639,96930.0,464.3,392.5,83.0,126.0,28.0,128.6,2325.0,25.6,58,46.0
4627,Statistical Area Level 3 (SA3),6,Fairfield,2,2017,0,Females,463.0,4.933,4.933269748430333,98276.0,471.1,381.1,83.5,119.0,25.7,117.1,1820.0,19.8,62,52.1
4628,Statistical Area Level 3 (SA3),6,Fairfield,3,2018,0,Females,460.0,4.145,4.145378085473842,98826.0,465.5,358.7,84.0,131.0,28.5,120.8,1949.0,21.1,56,42.7
4629,Statistical Area Level 3 (SA3),6,Fairfield,4,2019,0,Females,582.0,4.264,4.264269174813362,99433.0,585.3,453.4,83.0,143.0,24.6,136.2,2483.0,26.8,64,44.8
4630,Statistical Area Level 3 (SA3),6,Liverpool,0,2015,0,Females,272.0,5.872,5.871621694359074,59382.0,458.1,465.5,81.0,96.0,35.3,178.5,1887.0,33.5,44,45.8
4631,Statistical Area Level 3 (SA3),6,Liverpool,1,2016,0,Females,295.0,5.908,5.90830149149129,60995.0,483.6,493.3,82.0,88.0,29.8,155.9,1519.0,26.2,50,56.8
4632,Statistical Area Level 3 (SA3),6,Liverpool,2,2017,0,Females,297.0,5.955,5.955226331329724,62775.0,473.1,478.5,81.0,94.0,31.6,163.6,1462.0,24.6,45,47.9
4633,Statistical Area Level 3 (SA3),6,Liverpool,3,2018,0,Females,292.0,4.157,4.157414527555833,64749.0,451.0,449.8,82.0,90.0,30.8,150.9,1352.0,22.0,36,40.0
4634,Statistical Area Level 3 (SA3),6,Liverpool,4,2019,0,Females,265.0,4.269,4.269039801661272,66438.0,398.9,388.6,83.0,74.0,27.9,121.8,1159.0,18.4,36,48.6
4635,Statistical Area Level 3 (SA3),6,Cronulla - Miranda - Caringbah,0,2015,0,Females,455.0,4.458,4.457766169494404,57857.0,786.4,401.0,87.0,81.0,17.8,125.6,1159.0,22.3,36,44.4
4636,Statistical Area Level 3 (SA3),6,Cronulla - Miranda - Caringbah,1,2016,0,Females,418.0,4.812,4.812274686704422,58354.0,716.3,363.7,87.0,78.0,18.7,115.0,1068.0,20.4,37,47.4
4637,Statistical Area Level 3 (SA3),6,Cronulla - Miranda - Caringbah,2,2017,0,Females,423.0,4.535,4.535441148066589,58762.0,719.9,360.8,86.0,74.0,17.5,113.6,1262.0,23.9,35,47.3
4638,Statistical Area Level 3 (SA3),6,Cronulla - Miranda - Caringbah,3,2018,0,Females,443.0,4.861,4.861244490507927,59255.0,747.6,363.1,87.0,70.0,15.8,101.8,967.0,18.2,27,38.6
4639,Statistical Area Level 3 (SA3),6,Cronulla - Miranda - Caringbah,4,2019,0,Females,466.0,4.846,4.846155280600955,59866.0,778.4,392.3,86.0,87.0,18.7,127.5,1394.0,25.9,29,33.3
4640,Statistical Area Level 3 (SA3),6,Sutherland - Menai - Heathcote,0,2015,0,Females,361.0,5.049,5.048537494290716,56159.0,642.8,456.2,85.0,73.0,20.2,123.9,1335.0,25.5,25,34.2
4641,Statistical Area Level 3 (SA3),6,Sutherland - Menai - Heathcote,1,2016,0,Females,343.0,5.647,5.64747614775681,56328.0,608.9,402.9,88.0,75.0,21.9,120.4,1170.0,22.3,31,41.3
4642,Statistical Area Level 3 (SA3),6,Sutherland - Menai - Heathcote,2,2017,0,Females,392.0,4.843,4.843200467233706,56520.0,693.6,467.9,87.0,81.0,20.7,123.9,1142.0,21.8,35,43.2
4643,Statistical Area Level 3 (SA3),6,Sutherland - Menai - Heathcote,3,2018,0,Females,344.0,5.054,5.054228673797246,56750.0,606.2,405.8,87.0,74.0,21.5,111.0,925.0,17.6,31,41.9
4644,Statistical Area Level 3 (SA3),6,Sutherland - Menai - Heathcote,4,2019,0,Females,352.0,4.582,4.582007269253863,56967.0,617.9,412.8,87.0,80.0,22.7,122.2,1052.0,20.0,37,46.3
4645,Statistical Area Level 3 (SA3),6,Ballarat,0,2015,0,Females,440.0,5.596,5.596263426803924,53269.0,826.0,538.3,84.0,103.0,23.4,180.1,1790.0,36.7,55,53.4
4646,Statistical Area Level 3 (SA3),6,Ballarat,1,2016,0,Females,425.0,4.347,4.3466755080153945,54379.0,781.6,504.3,84.0,113.0,26.6,184.2,1744.0,35.0,46,40.7
4647,Statistical Area Level 3 (SA3),6,Ballarat,2,2017,0,Females,425.0,5.452,5.4521897905534935,55283.0,768.8,493.0,85.0,109.0,25.6,177.4,1783.0,35.2,60,52.6
4648,Statistical Area Level 3 (SA3),6,Ballarat,3,2018,0,Females,412.0,5.862,5.862392619528345,56303.0,731.8,467.5,84.0,112.0,27.2,169.6,1475.0,28.6,43,37.7
4649,Statistical Area Level 3 (SA3),6,Ballarat,4,2019,0,Females,461.0,4.629,4.6292381565796665,57469.0,802.2,515.2,85.0,104.0,22.6,162.8,1612.0,30.6,50,51.5
4650,Statistical Area Level 3 (SA3),6,Creswick - Daylesford - Ballan,0,2015,0,Females,131.0,4.882,4.881565383538463,14243.0,919.8,597.8,82.0,34.0,26.0,164.4,438.0,33.3,17,50.0
4651,Statistical Area Level 3 (SA3),6,Creswick - Daylesford - Ballan,1,2016,0,Females,120.0,4.966,4.965842272595895,14455.0,830.2,544.0,82.5,35.0,29.2,181.8,464.0,34.8,20,57.1
4652,Statistical Area Level 3 (SA3),6,Creswick - Daylesford - Ballan,2,2017,0,Females,99.0,5.728,5.728197382379063,14575.0,679.2,414.2,84.0,30.0,30.3,135.3,326.0,24.3,19,57.6
4653,Statistical Area Level 3 (SA3),6,Creswick - Daylesford - Ballan,3,2018,0,Females,104.0,4.22,4.220410216450007,14759.0,704.7,433.5,85.0,23.0,22.1,116.5,315.0,23.3,14,58.3
4654,Statistical Area Level 3 (SA3),6,Creswick - Daylesford - Ballan,4,2019,0,Females,126.0,5.361,5.360596231635851,14866.0,847.6,512.4,83.0,34.0,27.0,147.9,402.0,29.6,15,50.0
4655,Statistical Area Level 3 (SA3),6,Maryborough - Pyrenees,0,2015,0,Females,114.0,5.141,5.141341781196304,12309.0,926.2,508.3,84.0,39.0,34.2,226.5,555.0,50.2,20,51.3
4656,Statistical Area Level 3 (SA3),6,Maryborough - Pyrenees,1,2016,0,Females,161.0,5.63,5.630429839244127,12487.0,1289.3,703.3,82.0,54.0,33.5,292.5,724.0,64.5,26,48.1
4657,Statistical Area Level 3 (SA3),6,Maryborough - Pyrenees,2,2017,0,Females,110.0,4.052,4.051720201865844,12536.0,877.5,497.0,83.5,33.0,30.0,194.1,539.0,47.8,19,57.6
4658,Statistical Area Level 3 (SA3),6,Maryborough - Pyrenees,3,2018,0,Females,117.0,4.544,4.544008055168785,12670.0,923.4,496.1,82.0,34.0,29.1,174.3,478.0,42.1,22,62.9
4659,Statistical Area Level 3 (SA3),6,Maryborough - Pyrenees,4,2019,0,Females,141.0,5.942,5.942166651447279,12714.0,1109.0,585.1,83.0,44.0,31.2,222.2,534.0,47.2,19,44.2
4660,Statistical Area Level 3 (SA3),6,Bendigo,0,2015,0,Females,427.0,5.367,5.36736468571123,48285.0,884.3,538.0,85.0,93.0,21.8,184.0,1727.0,39.3,42,45.2
4661,Statistical Area Level 3 (SA3),6,Bendigo,1,2016,0,Females,458.0,5.811,5.810930960610679,49300.0,929.0,571.4,85.0,115.0,25.1,212.9,1841.0,41.0,66,57.4
4662,Statistical Area Level 3 (SA3),6,Bendigo,2,2017,0,Females,426.0,5.455,5.455226175883084,50036.0,851.4,521.9,85.0,104.0,24.4,185.5,1513.0,33.2,49,45.8
4663,Statistical Area Level 3 (SA3),6,Bendigo,3,2018,0,Females,408.0,5.985,5.985256802332331,50877.0,801.9,495.5,85.0,113.0,27.7,195.5,1574.0,33.9,59,51.8
4664,Statistical Area Level 3 (SA3),6,Bendigo,4,2019,0,Females,418.0,5.931,5.930957568311945,51940.0,804.8,497.4,85.0,96.0,23.0,160.5,1433.0,30.2,37,40.2
4665,Statistical Area Level 3 (SA3),6,Heathcote - Castlemaine - Kyneton,0,2015,0,Females,230.0,4.521,4.520543319114703,23611.0,974.1,564.7,86.0,49.0,21.3,157.7,697.0,32.3,28,57.1
4666,Statistical Area Level 3 (SA3),6,Heathcote - Castlemaine - Kyneton,1,2016,0,Females,230.0,5.714,5.714256885054953,24109.0,954.0,589.7,85.0,55.0,23.9,192.3,1010.0,45.9,23,41.8
4667,Statistical Area Level 3 (SA3),6,Heathcote - Castlemaine - Kyneton,2,2017,0,Females,229.0,4.286,4.2859578429886245,24429.0,937.4,552.5,86.0,57.0,24.9,168.2,752.0,33.7,29,48.3
4668,Statistical Area Level 3 (SA3),6,Heathcote - Castlemaine - Kyneton,3,2018,0,Females,193.0,5.175,5.17469116597969,24784.0,778.7,458.7,84.0,55.0,28.5,153.3,735.0,32.6,17,29.8
4669,Statistical Area Level 3 (SA3),6,Heathcote - Castlemaine - Kyneton,4,2019,0,Females,213.0,5.719,5.718673156347319,25095.0,848.8,511.8,84.0,55.0,25.8,165.9,812.0,35.6,21,42.0
4680,Statistical Area Level 3 (SA3),6,Geelong,0,2015,0,Females,804.0,5.607,5.606783389433009,96080.0,836.8,484.6,86.0,182.0,22.6,169.2,2395.0,27.4,90,49.5
4681,Statistical Area Level 3 (SA3),6,Geelong,1,2016,0,Females,813.0,5.905,5.9047496951198255,98527.0,825.2,484.3,85.0,185.0,22.8,168.4,2719.0,30.4,83,44.9
4682,Statistical Area Level 3 (SA3),6,Geelong,2,2017,0,Females,846.0,5.61,5.609531238537256,100728.0,839.9,491.8,85.5,198.0,23.4,176.4,2993.0,32.7,100,48.5
4683,Statistical Area Level 3 (SA3),6,Geelong,3,2018,0,Females,706.0,5.907,5.9070531209714465,102855.0,686.4,410.0,85.0,189.0,26.8,163.7,3052.0,32.6,100,50.8
4684,Statistical Area Level 3 (SA3),6,Geelong,4,2019,0,Females,870.0,5.381,5.380547400789401,104913.0,829.3,499.7,84.0,228.0,26.2,192.7,3502.0,36.7,97,45.8
4685,Statistical Area Level 3 (SA3),6,Surf Coast - Bellarine Peninsula,0,2015,0,Females,257.0,4.354,4.354170351373062,36085.0,712.2,407.0,86.0,56.0,21.8,124.6,898.0,27.4,24,42.9
4686,Statistical Area Level 3 (SA3),6,Surf Coast - Bellarine Peninsula,1,2016,0,Females,268.0,4.927,4.926746286711128,37670.0,711.4,413.5,85.0,65.0,24.3,131.9,977.0,28.5,26,40.0
4687,Statistical Area Level 3 (SA3),6,Surf Coast - Bellarine Peninsula,2,2017,0,Females,256.0,5.458,5.458083646408425,39072.0,655.2,377.8,85.0,59.0,23.0,118.0,1001.0,28.2,31,47.0
4688,Statistical Area Level 3 (SA3),6,Surf Coast - Bellarine Peninsula,3,2018,0,Females,266.0,5.425,5.424577286872098,40558.0,655.9,379.2,86.0,65.0,24.4,129.0,1060.0,28.8,30,44.1
4689,Statistical Area Level 3 (SA3),6,Surf Coast - Bellarine Peninsula,4,2019,0,Females,296.0,4.621,4.62065068134069,42458.0,697.2,398.7,86.0,69.0,23.3,123.1,1028.0,26.7,23,39.0
4690,Statistical Area Level 3 (SA3),6,Upper Goulburn Valley,0,2015,0,Females,209.0,5.82,5.820038722984135,26450.0,790.2,462.1,83.0,67.0,32.1,179.2,840.0,35.0,31,46.3
4691,Statistical Area Level 3 (SA3),6,Upper Goulburn Valley,1,2016,0,Females,215.0,5.407,5.40720765696629,26992.0,796.5,462.9,84.0,57.0,26.5,153.4,633.0,25.9,23,40.4
4692,Statistical Area Level 3 (SA3),6,Upper Goulburn Valley,2,2017,0,Females,237.0,5.887,5.887365661427859,27349.0,866.6,500.7,85.0,59.0,24.9,158.7,774.0,31.3,32,53.3
4693,Statistical Area Level 3 (SA3),6,Upper Goulburn Valley,3,2018,0,Females,225.0,5.02,5.019547494147176,27825.0,808.6,474.8,84.0,63.0,28.0,175.8,990.0,39.4,30,46.9
4694,Statistical Area Level 3 (SA3),6,Upper Goulburn Valley,4,2019,0,Females,243.0,5.915,5.91524915819389,28323.0,858.0,480.6,85.0,58.0,23.9,143.1,735.0,28.8,26,46.4
4695,Statistical Area Level 3 (SA3),6,Wangaratta - Benalla,0,2015,0,Females,224.0,4.795,4.795170963945898,23486.0,953.8,468.5,85.0,55.0,24.6,175.2,697.0,33.4,29,52.7
4696,Statistical Area Level 3 (SA3),6,Wangaratta - Benalla,1,2016,0,Females,223.0,5.88,5.879698984595647,23808.0,936.7,466.1,85.0,50.0,22.4,173.1,914.0,43.2,33,66.0
4697,Statistical Area Level 3 (SA3),6,Wangaratta - Benalla,2,2017,0,Females,227.0,5.753,5.753080648144813,23954.0,947.6,453.5,85.0,58.0,25.6,177.9,854.0,40.3,29,47.5
4698,Statistical Area Level 3 (SA3),6,Wangaratta - Benalla,3,2018,0,Females,248.0,4.713,4.713089859042662,24093.0,1029.3,512.5,85.0,70.0,28.2,237.8,1237.0,58.2,41,58.6
4699,Statistical Area Level 3 (SA3),6,Wangaratta - Benalla,4,2019,0,Females,234.0,5.738,5.738319014952898,24149.0,969.0,451.2,86.0,52.0,22.2,159.9,675.0,31.7,25,51.0
4700,Statistical Area Level 3 (SA3),6,Wodonga - Alpine,0,2015,0,Females,264.0,5.61,5.610034850483,35164.0,750.8,481.9,86.0,67.0,25.4,160.0,939.0,29.0,42,62.7
4701,Statistical Area Level 3 (SA3),6,Wodonga - Alpine,1,2016,0,Females,259.0,4.345,4.345183680797731,35884.0,721.8,479.4,84.0,68.0,26.3,160.3,1133.0,34.3,28,41.2
4702,Statistical Area Level 3 (SA3),6,Wodonga - Alpine,2,2017,0,Females,260.0,4.667,4.6666428290642274,36353.0,715.2,464.5,83.0,82.0,31.5,176.7,1058.0,31.7,35,42.7
4703,Statistical Area Level 3 (SA3),6,Wodonga - Alpine,3,2018,0,Females,270.0,4.085,4.085264365167376,36887.0,732.0,468.4,85.0,71.0,26.3,157.9,1057.0,31.2,41,56.2
4704,Statistical Area Level 3 (SA3),6,Wodonga - Alpine,4,2019,0,Females,325.0,5.882,5.882170434742699,37382.0,869.4,554.9,84.0,101.0,31.1,210.0,1274.0,37.2,47,47.5
4705,Statistical Area Level 3 (SA3),6,Baw Baw,0,2015,0,Females,169.0,5.206,5.206041762696607,24407.0,692.4,446.8,84.0,43.0,25.4,143.4,657.0,29.4,25,58.1
4706,Statistical Area Level 3 (SA3),6,Baw Baw,1,2016,0,Females,187.0,4.036,4.0357962951093285,25209.0,741.8,459.2,84.0,52.0,27.8,160.3,712.0,30.9,23,44.2
4707,Statistical Area Level 3 (SA3),6,Baw Baw,2,2017,0,Females,185.0,5.153,5.152759374689419,25939.0,713.2,442.2,85.0,52.0,28.1,154.6,716.0,30.2,25,44.6
4708,Statistical Area Level 3 (SA3),6,Baw Baw,3,2018,0,Females,204.0,4.213,4.212517337415903,26703.0,764.0,481.3,86.0,40.0,19.6,120.0,571.0,23.4,21,51.2
4709,Statistical Area Level 3 (SA3),6,Baw Baw,4,2019,0,Females,196.0,5.642,5.641828222343767,27426.0,714.7,467.1,82.5,52.0,26.5,143.9,617.0,24.6,26,55.3
4710,Statistical Area Level 3 (SA3),6,Gippsland - East,0,2015,0,Females,206.0,5.699,5.698761402287179,22638.0,910.0,443.6,82.0,58.0,28.2,156.8,669.0,33.3,29,50.0
4711,Statistical Area Level 3 (SA3),6,Gippsland - East,1,2016,0,Females,224.0,5.556,5.55619881522125,23052.0,971.7,479.9,84.0,65.0,29.0,190.0,829.0,40.7,31,47.7
4712,Statistical Area Level 3 (SA3),6,Gippsland - East,2,2017,0,Females,210.0,4.545,4.54527493748815,23336.0,899.9,448.3,82.0,66.0,31.4,190.0,887.0,43.1,37,52.1
4713,Statistical Area Level 3 (SA3),6,Gippsland - East,3,2018,0,Females,228.0,5.71,5.709526222272487,23675.0,963.0,451.5,83.5,48.0,21.1,123.8,535.0,25.7,23,47.9
4714,Statistical Area Level 3 (SA3),6,Gippsland - East,4,2019,0,Females,244.0,4.726,4.725725671214985,23892.0,1021.3,500.5,84.0,71.0,29.1,204.8,914.0,43.6,25,37.9
4715,Statistical Area Level 3 (SA3),6,Gippsland - South West,0,2015,0,Females,295.0,5.742,5.7419767456507245,31188.0,945.9,447.0,85.0,72.0,24.4,143.8,851.0,30.6,36,50.0
